0	[PAD]	0	[PAD]
0	[UNK]	0	[UNK]
0	[BOS]	0	[BOS]
0	[EOS]	0	[EOS]
0	[CLS]	0	[CLS]
0	[SEP]	0	[SEP]
0	[MASK]	0	[MASK]
-7	.	-44	.
-8	▁of	-13	▁of
-9	▁the	-8	▁the
-10	,	-1414	,
-11	▁and	-16	▁and
-12	▁in	-17	▁in
-13	▁	-11	▁
-14	s	-7	s
-15	-	-25	-
-16	▁with	-33	▁with
-17	▁a	-18	▁a
-18	▁to	-19	▁to
-19	▁patients	--unknown--
-20	▁(	--unknown--
-21	▁was	-23	▁was
-22	▁were	-59	▁were
-23	▁The	-26	▁The
-24	▁for	-27	▁for
-25	)	-7999	)
-26	ing	-21	ing
-27	▁or	-83	▁or
-28	▁is	-28	▁is
-29	▁that	-39	▁that
-30	▁by	-36	▁by
-31	ed	-12	ed
-32	▁than	-231	▁than
-33	p	-113	p
-34	ly	-32	ly
-35	al	-51	al
-36	▁be	-54	▁be
-37	▁from	-42	▁from
-38	▁an	-50	▁an
-39	e	-24	e
-40	▁had	-70	▁had
-41	▁A	-49	▁A
-42	d	-30	d
-43	▁at	-41	▁at
-44	▁on	-31	▁on
-45	▁as	-37	▁as
-46	▁after	-108	▁after
-47	▁1	-99	▁1
-48	c	-97	c
-49	▁5	-286	▁5
-50	▁not	-79	▁not
-51	/	-7997	/
-52	r	-57	r
-53	▁disease	-2188	▁disease
-54	m	-80	m
-55	▁In	-46	▁In
-56	a	-47	a
-57	▁less	-1129	▁less
-58	o	-52	o
-59	;	-14	;
-60	▁are	-61	▁are
-61	▁+/-	--unknown--
-62	:	-7998	:
-63	n	-43	n
-64	y	-22	y
-65	▁this	-93	▁this
-66	▁4	-238	▁4
-67	ic	-102	ic
-68	t	-38	t
-69	▁treatment	-2462	▁treatment
-70	).	--unknown--
-71	▁2	-126	▁2
-72	▁3	-165	▁3
-73	▁who	-78	▁who
-74	i	-62	i
-75	=	-1762	=
-76	▁have	-94	▁have
-77	▁group	-346	▁group
-78	in	-69	in
-79	▁study	-937	▁study
-80	▁may	-452	▁may
-81	P	-370	P
-82	▁but	-84	▁but
-83	▁during	-152,-21	▁dur,ing
-84	2	-637	2
-85	se	--unknown--
-86	▁B	-89	▁B
-87	▁patient	-2655	▁patient
-88	),	--unknown--
-89	▁P	-119	▁P
-90	▁We	-541	▁We
-91	u	-111	u
-92	▁these	-350	▁these
-93	▁p	-206	▁p
-94	▁cases	-2343	▁cases
-95	▁two	-88	▁two
-96	▁years	-179	▁years
-97	▁blood	-2842	▁blood
-98	'	--unknown--
-99	g	-141	g
-100	▁no	-259	▁no
-101	er	-40	er
-102	▁between	-184	▁between
-103	▁cells	--unknown--
-104	▁more	-151	▁more
-105	or	-103	or
-106	▁clinical	-5994	▁clinical
-107	▁C	-75	▁C
-108	▁one	-85	▁one
-109	▁been	-96	▁been
-110	▁S	-67	▁S
-111	▁normal	-2618	▁normal
-112	▁cell	-1304	▁cell
-113	▁therapy	--unknown--
-114	▁all	-130	▁all
-115	es	-55	es
-116	▁associated	-2076,-12	▁associat,ed
-117	1	-260	1
-118	▁which	-60	▁which
-119	ation	-106	ation
-120	▁tumor	-5574	▁tumor
-121	ar	-112	ar
-122	▁results	-2280	▁results
-123	▁significantly	-1212,-32	▁significant,ly
-124	▁This	-161	▁This
-125	b	-137	b
-126	▁cancer	-3686	▁cancer
-127	▁rate	-1259	▁rate
-128	▁both	-281	▁both
-129	▁risk	-1946	▁risk
-130	l	-56	l
-131	▁has	-66	▁has
-132	▁significant	-1212	▁significant
-133	▁pressure	-1281	▁pressure
-134	▁T	-144	▁T
-135	h	-129	h
-136	▁coronary	-301,-1227,-427	▁co,ron,ary
-137	▁age	-721	▁age
-138	▁M	-123	▁M
-139	▁10	-292	▁10
-140	▁months	--unknown--
-141	▁high	-405	▁high
-142	▁acute	-18,-1257,-143	▁a,cu,te
-143	▁non	-662	▁non
-144	▁increased	-17,-1760,-2546,-12	▁in,cr,eas,ed
-145	▁compared	-2108,-12	▁compar,ed
-146	▁other	-114	▁other
-147	▁artery	-664,-24,-190	▁art,e,ry
-148	3	-1268	3
-149	▁three	-167	▁three
-150	▁ventricular	-11,-777,-1569,-3033	▁,ven,tri,cular
-151	▁those	-182,-580	▁t,hose
-152	▁only	-171	▁only
-153	up	-397	up
-154	H	-466	H
-155	▁found	-193	▁found
-156	▁control	-1025	▁control
-157	▁also	-65	▁also
-158	C	-207	C
-159	▁surgery	-2882,-649,-190	▁sur,ge,ry
-160	ion	-72	ion
-161	nt	-1587	nt
-162	L	-309	L
-163	it	-199	it
-164	▁time	-118	▁time
-165	▁carcinoma	-695,-97,-69,-3635	▁car,c,in,oma
-166	▁re	-132	▁re
-167	▁levels	--unknown--
-168	▁E	-104	▁E
-169	▁diagnosis	-4201,-201	▁diagnos,is
-170	▁syndrome	-6169	▁syndrome
-171	▁can	-150	▁can
-172	▁treated	-2669,-12	▁treat,ed
-173	on	-71	on
-174	▁I	-90	▁I
-175	▁showed	-191,-12	▁show,ed
-176	▁used	-225	▁used
-177	▁present	-527	▁present
-178	0	-1391	0
-179	▁without	-33,-254	▁with,out
-180	▁mean	-3802	▁mean
-181	us	-135	us
-182	st	-64	st
-183	▁chronic	-7001	▁chronic
-184	re	-117	re
-185	v	-476	v
-186	▁left	-459	▁left
-187	4	-1842	4
-188	▁per	-696	▁per
-189	M	-274	M
-190	▁case	-1137	▁case
-191	▁12	-344	▁12
-192	B	-401	B
-193	▁greater	-667,-40	▁great,er
-194	▁heart	-2638	▁heart
-195	▁groups	-1757	▁groups
-196	▁function	-1820	▁function
-197	an	-91	an
-198	S	-128	S
-199	ur	-217	ur
-200	▁H	-211	▁H
-201	en	-110	en
-202	▁performed	-546,-12	▁perform,ed
-203	▁lesions	--unknown--
-204	▁studies	-11,-64,-986,-74	▁,st,ud,ies
-205	▁children	-648	▁children
-206	▁did	-387	▁did
-207	▁human	-824	▁human
-208	▁most	-181	▁most
-209	▁survival	-1862,-51	▁surviv,al
-210	▁tumors	-182,-215,-1034	▁t,um,ors
-211	▁their	-77	▁their
-212	▁we	-852	▁we
-213	▁cardiac	-11,-4801,-670	▁,cardi,ac
-214	I	-711	I
-215	F	-368	F
-216	▁pain	-6494	▁pain
-217	▁follow	-802	▁follow
-218	▁D	-105	▁D
-219	▁use	-312	▁use
-220	f	-204	f
-221	using	-633	using
-222	▁when	-125	▁when
-223	▁6	-306	▁6
-224	N	-622	N
-225	tic	-463	tic
-226	▁effects	--unknown--
-227	▁flow	-2520	▁flow
-228	▁effect	-1416	▁effect
-229	▁primary	-4587,-427	▁prim,ary
-230	▁myocardial	-703,-2465,-4801,-51	▁m,yo,cardi,al
-231	▁analysis	-11,-679,-32,-1436	▁,ana,ly,sis
-232	▁liver	-1151,-40	▁liv,er
-233	le	-76	le
-234	k	-87	k
-235	▁m	-703	▁m
-236	▁suggest	-1190	▁suggest
-237	▁response	-1956	▁response
-238	▁surgical	-2882,-141,-475	▁sur,g,ical
-239	T	-495	T
-240	6	-5103	6
-241	▁F	-133	▁F
-242	▁it	-58	▁it
-243	ol	-348	ol
-244	D	-271	D
-245	▁hypertension	-7939,-38,-4273,-71	▁hyper,t,ensi,on
-246	▁studied	-11,-64,-5112,-12	▁,st,udi,ed
-247	▁findings	--unknown--
-248	▁total	-783	▁total
-249	▁increase	-1008	▁increase
-250	▁symptoms	--unknown--
-251	▁mg	--unknown--
-252	▁period	-635	▁period
-253	▁first	-73	▁first
-254	▁observed	-2228,-12	▁observ,ed
-255	▁activity	-2600	▁activity
-256	▁low	-1226	▁low
-257	▁subjects	--unknown--
-258	▁occurred	-2244,-12	▁occurr,ed
-259	▁20	-381	▁20
-260	year	-829	year
-261	▁before	-264	▁before
-262	▁factors	-1985,-1034	▁fact,ors
-263	▁four	-303	▁four
-264	R	-468	R
-265	▁changes	-2088,-55	▁chang,es
-266	at	-343	at
-267	▁serum	-11,-7,-40,-215	▁,s,er,um
-268	▁failure	-4428	▁failure
-269	▁There	-539	▁There
-270	▁days	-904	▁days
-271	▁pulmonary	-206,-308,-1112,-427	▁p,ul,mon,ary
-272	A	-194	A
-273	▁11	-393	▁11
-274	▁lower	-1883	▁lower
-275	▁15	-342	▁15
-276	▁higher	-1950	▁higher
-277	▁report	-1033	▁report
-278	▁complications	--unknown--
