0	[PAD]	0	[PAD]
0	[UNK]	0	[UNK]
0	[BOS]	0	[BOS]
0	[EOS]	0	[EOS]
0	[CLS]	0	[CLS]
0	[SEP]	0	[SEP]
0	[MASK]	0	[MASK]
-7	.	-41	.
-8	▁of	-13	▁of
-9	▁the	-8	▁the
-10	,	-1687	,
-11	▁and	-16	▁and
-12	▁in	-17	▁in
-13	-	-25	-
-14	▁	-11	▁
-15	▁with	-31	▁with
-16	▁to	-20	▁to
-17	▁a	-19	▁a
-18	▁patients	--unknown--
-19	s	-7	s
-20	▁(	--unknown--
-21	▁was	-23	▁was
-22	▁were	-54	▁were
-23	▁The	-24	▁The
-24	▁for	-27	▁for
-25	)	-15999	)
-26	ing	-21	ing
-27	▁or	-74	▁or
-28	▁is	-26	▁is
-29	▁that	-38	▁that
-30	▁by	-35	▁by
-31	▁than	-179	▁than
-32	▁from	-40	▁from
-33	▁be	-49	▁be
-34	ed	-12	ed
-35	▁an	-45	▁an
-36	▁had	-63	▁had
-37	▁at	-39	▁at
-38	▁as	-36	▁as
-39	▁on	-30	▁on
-40	▁after	-92	▁after
-41	ly	-34	ly
-42	▁not	-71	▁not
-43	▁A	-51	▁A
-44	▁1	-108	▁1
-45	/	-15997	/
-46	▁In	-43	▁In
-47	▁disease	-1815	▁disease
-48	▁5	-233	▁5
-49	▁less	-1044	▁less
-50	▁are	-56	▁are
-51	al	-62	al
-52	;	-14	;
-53	▁+/-	--unknown--
-54	:	-15998	:
-55	▁this	-83	▁this
-56	▁treatment	-2021	▁treatment
-57	▁who	-68	▁who
-58	▁2	-116	▁2
-59	p	-322	p
-60	▁4	-211	▁4
-61	).	--unknown--
-62	=	-1414	=
-63	▁have	-84	▁have
-64	▁3	-148	▁3
-65	▁group	-279	▁group
-66	▁study	-732	▁study
-67	▁may	-355	▁may
-68	d	-37	d
-69	▁during	-1332,-4189	▁du,ring
-70	▁but	-72	▁but
-71	e	-29	e
-72	▁patient	-2184	▁patient
-73	),	--unknown--
-74	▁these	-280	▁these
-75	▁We	-665	▁We
-76	▁cases	-1924	▁cases
-77	▁years	-146	▁years
-78	▁blood	-2332	▁blood
-79	▁two	-80	▁two
-80	▁between	-150	▁between
-81	▁no	-226	▁no
-82	▁cells	--unknown--
-83	'	--unknown--
-84	▁B	-101	▁B
-85	ic	-158	ic
-86	▁more	-119	▁more
-87	n	-52	n
-88	▁clinical	-5719	▁clinical
-89	y	-22	y
-90	▁one	-76	▁one
-91	▁been	-85	▁been
-92	2	-524	2
-93	m	-105	m
-94	▁cell	-1092	▁cell
-95	▁therapy	--unknown--
-96	▁normal	-2131	▁normal
-97	▁all	-110	▁all
-98	▁associated	-1653,-12	▁associat,ed
-99	se	--unknown--
-100	▁which	-55	▁which
-101	▁results	-1860	▁results
-102	▁tumor	-5143	▁tumor
-103	▁significantly	-955,-34	▁significant,ly
-104	▁This	-127	▁This
-105	▁P	-140	▁P
-106	P	-609	P
-107	▁both	-217	▁both
-108	▁cancer	-3108	▁cancer
-109	▁rate	-995	▁rate
-110	▁has	-59	▁has
-111	▁significant	-955	▁significant
-112	▁pressure	-1029	▁pressure
-113	▁coronary	-12036,-692	▁coron,ary
-114	c	-208	c
-115	▁months	--unknown--
-116	▁high	-326	▁high
-117	▁risk	-1596	▁risk
-118	▁age	-554	▁age
-119	a	-48	a
-120	▁increased	-17,-4369,-2703,-12	▁in,cr,eas,ed
-121	▁acute	-9945	▁acute
-122	▁compared	-1905,-12	▁compar,ed
-123	▁other	-94	▁other
-124	▁artery	-608,-29,-221	▁art,e,ry
-125	▁p	-504	▁p
-126	▁three	-132	▁three
-127	▁ventricular	-11,-1718,-3148,-3523	▁,ven,tri,cular
-128	▁those	-216,-451	▁t,hose
-129	▁only	-136	▁only
-130	r	-87	r
-131	▁C	-89	▁C
-132	▁found	-153	▁found
-133	▁also	-58	▁also
-134	▁control	-814	▁control
-135	▁surgery	-10051,-29,-221	▁surg,e,ry
-136	▁non	-579	▁non
-137	▁levels	--unknown--
-138	▁time	-97	▁time
-139	▁T	-173	▁T
-140	▁carcinoma	-642,-208,-93,-4540	▁car,c,in,oma
-141	▁diagnosis	-6684,-282	▁diagnos,is
-142	▁syndrome	-5987	▁syndrome
-143	▁treated	-2195,-12	▁treat,ed
-144	▁can	-122	▁can
-145	▁showed	-163,-12	▁show,ed
-146	▁used	-175	▁used
-147	▁present	-477	▁present
-148	▁without	-31,-212	▁with,out
-149	▁10	-249	▁10
-150	▁left	-360	▁left
-151	▁mean	-3496	▁mean
-152	▁groups	-1398	▁groups
-153	▁chronic	-11027	▁chronic
-154	up	-568	up
-155	▁greater	-520,-47	▁great,er
-156	▁S	-91	▁S
-157	▁case	-909	▁case
-158	▁heart	-2192	▁heart
-159	▁performed	-458,-12	▁perform,ed
-160	▁lesions	--unknown--
-161	o	-57	o
-162	▁tumors	-216,-245,-2208	▁t,um,ors
-163	▁studies	-9760,-66	▁stud,ies
-164	▁children	-510	▁children
-165	▁did	-312	▁did
-166	▁their	-67	▁their
-167	▁most	-147	▁most
-168	▁survival	-1850,-62	▁surviv,al
-169	▁human	-671	▁human
-170	▁cardiac	-11,-13925	▁,cardiac
-171	▁pain	-7969	▁pain
-172	▁per	-594	▁per
-173	▁use	-255	▁use
-174	▁when	-104	▁when
-175	1	-182	1
-176	▁we	-698	▁we
-177	▁effects	--unknown--
-178	nt	-1848	nt
-179	using	-632	using
-180	▁function	-1461	▁function
-181	▁flow	-2057	▁flow
-182	▁primary	-8544,-692	▁prim,ary
-183	▁myocardial	-735,-2383,-5111,-62	▁m,yo,cardi,al
-184	▁analysis	-15938,-282	▁analys,is
-185	▁6	-274	▁6
-186	▁M	-139	▁M
-187	▁follow	-672	▁follow
-188	▁surgical	-10051,-722	▁surg,ical
-189	t	-46	t
-190	▁effect	-1141	▁effect
-191	▁response	-1606	▁response
-192	▁it	-53	▁it
-193	▁suggest	-1047	▁suggest
-194	▁liver	-894,-47	▁liv,er
-195	▁hypertension	-10144,-46,-5192,-79	▁hyper,t,ensi,on
-196	▁studied	-9760,-73,-12	▁stud,i,ed
-197	▁findings	--unknown--
-198	▁total	-604	▁total
-199	3	-930	3
-200	▁12	-300	▁12
-201	▁symptoms	--unknown--
-202	▁mg	--unknown--
-203	▁first	-65	▁first
-204	▁observed	-3114,-12	▁observ,ed
-205	▁activity	-2125	▁activity
-206	▁increase	-801	▁increase
-207	▁low	-1080	▁low
-208	▁subjects	--unknown--
-209	er	-47	er
-210	▁occurred	-2167,-12	▁occurr,ed
-211	▁before	-202	▁before
-212	▁factors	-1630,-2208	▁fact,ors
-213	year	-652	year
-214	▁changes	-1580,-61	▁chang,es
-215	▁serum	-11,-7,-29,-5705	▁,s,e,rum
-216	▁There	-411	▁There
-217	▁days	-701	▁days
-218	i	-73	i
-219	▁pulmonary	-14144,-692	▁pulmon,ary
-220	▁four	-237	▁four
-221	in	-93	in
-222	▁period	-518	▁period
-223	▁I	-95	▁I
-224	▁higher	-1590	▁higher
-225	▁complications	--unknown--
-226	▁incidence	-9359	▁incidence
-227	▁failure	-3844	▁failure
-228	▁infection	-3668	▁infection
-229	▁early	-285	▁early
-230	▁well	-189	▁well
-231	▁data	-972	▁data
-232	▁E	-159	▁E
-233	▁reported	-762	▁reported
-234	▁lower	-1521	▁lower
-235	▁should	-908	▁should
-236	▁women	-333	▁women
-237	▁report	-969	▁report
-238	▁severe	-2620	▁severe
-239	▁tissue	-1372	▁tissue
-240	▁developed	-769	▁developed
-241	▁mortality	-9371,-209	▁mortal,ity
-242	versus	-779,-252,-155	v,ers,us
-243	▁20	-319	▁20
-244	▁into	-103	▁into
-245	▁15	-283	▁15
-246	▁respectively	-1966,-34	▁respective,ly
-247	▁renal	-11,-3081,-62	▁,ren,al
-248	▁within	-416	▁within
-249	▁long	-397	▁long
-250	▁To	-603	▁To
-251	▁underwe	-134,-1458	▁under,we
-252	▁similar	-745	▁similar
-253	▁rats	--unknown--
-254	▁H	-275	▁H
-255	▁mm	-3686	▁mm
-256	▁such	-11,-170	▁,such
-257	▁there	-176	▁there
-258	▁infarction	-17,-7968,-3239	▁in,far,ction
-259	▁percent	-3400	▁percent
-260	▁D	-113	▁D
-261	S	-162	S
-262	▁either	-368,-959	▁e,ither
-263	or	-218	or
-264	▁presence	-2187	▁presence
-265	▁factor	-1329	▁factor
